GyroscopeStat_x_MEAN,GyroscopeStat_z_MEAN,GyroscopeStat_COV_z_x,GyroscopeStat_COV_z_y,MagneticField_x_MEAN,MagneticField_z_MEAN,MagneticField_COV_z_x,MagneticField_COV_z_y,Pressure_MEAN,LinearAcceleration_COV_z_x,LinearAcceleration_COV_z_y,LinearAcceleration_x_MEAN,LinearAcceleration_z_MEAN,attack
2.926790802733573171e-01,5.425966902046912566e-01,4.770945955697554752e-01,5.775477277320268943e-01,7.293840039100043526e-01,3.390492820243199423e-01,9.978440983502682160e-01,6.717684994688012390e-01,5.137904167469023453e-02,8.570695157623916538e-01,3.971804507460371947e-01,5.946975413366022423e-01,1.428221859706362562e-01,0.000000000000000000e+00
2.926791150389991270e-01,5.435528958773714336e-01,4.771080689718700252e-01,5.775519493659441173e-01,7.293863768791192248e-01,3.536912467332706256e-01,4.993358895081168036e-01,6.744241006202468247e-01,5.279387060557173827e-02,9.220695397877249899e-01,4.184899006453969839e-01,6.305141983741489042e-01,8.345024469820554458e-01,0.000000000000000000e+00
2.926790314573232132e-01,5.431702915628343620e-01,4.769421133854249151e-01,5.775477204946590781e-01,7.293842182178419398e-01,3.690111292298340895e-01,9.967649902286456198e-01,6.717712363658889796e-01,5.137744591312772002e-02,8.376270844593017850e-01,3.921776128586495491e-01,6.018855647980884127e-01,1.074632952691680354e-01,0.000000000000000000e+00
2.926790923799726385e-01,5.426830493949236223e-01,4.758987533686476756e-01,5.775473853893501319e-01,7.293841751945407959e-01,3.541948647534305383e-01,4.973111559268950099e-01,6.718181332030001007e-01,5.139395208276281019e-02,8.968501345966128913e-01,5.013233860159239663e-01,6.149520186227803720e-01,3.865415986949428673e-01,0.000000000000000000e+00
2.926790352717025256e-01,5.431125133571075292e-01,4.766275415182800734e-01,5.775475879069625895e-01,7.293841297928791434e-01,3.551179675439415373e-01,4.995177962463023258e-01,6.718343856527475566e-01,5.143963386833633189e-02,8.852871003177914533e-01,4.076952774134134372e-01,5.902550292921198150e-01,1.170473083197389602e-02,0.000000000000000000e+00
2.926790649028987445e-01,5.433569133015231367e-01,4.777900284869923131e-01,5.775476178758548462e-01,7.293842834504904449e-01,3.378434223960585236e-01,9.981818901412226053e-01,6.718314989246609858e-01,5.143891520917415194e-02,8.795896562656958517e-01,4.043378288235647267e-01,6.312694477301247220e-01,2.057911908646003207e-01,0.000000000000000000e+00
2.926787776247885553e-01,5.439096778393813780e-01,4.780923959690766001e-01,5.775473288128557536e-01,7.293840999352124710e-01,3.558217667569678055e-01,4.981462140381766046e-01,6.772652006799469993e-01,5.371366360888975289e-02,8.884276938985220529e-01,3.761465665819020976e-01,7.432366971839350356e-01,7.563213703099509466e-01,0.000000000000000000e+00
2.926790313369345697e-01,5.432121276915159447e-01,4.774021389022762851e-01,5.775474701092708774e-01,7.293839864440153642e-01,3.717638105802689719e-01,9.963188886576254122e-01,6.718794755718633382e-01,5.147247922224081756e-02,9.193799389216159579e-01,3.926253213882343052e-01,6.168367371781363628e-01,1.203507340946166210e-01,0.000000000000000000e+00
2.926771758235844900e-01,5.427792585120274627e-01,4.765136340009463733e-01,5.775474004507091808e-01,7.293841768120228330e-01,3.553754420100764255e-01,4.993884580703523146e-01,6.750947414458792206e-01,5.228886173987388336e-02,8.990746466510406432e-01,3.838233668642265228e-01,6.205614645069132962e-01,3.190048939641108583e-01,0.000000000000000000e+00
2.926790529006598751e-01,5.429883605283936099e-01,4.773228092037449244e-01,5.775472616549187643e-01,7.293842047485036284e-01,2.641162341101745414e-01,9.891043315199498087e-01,6.718103009886184918e-01,5.142357215424236266e-02,8.701771802504035813e-01,3.993731848272635832e-01,5.950515117093786444e-01,5.705546492659054753e-02,0.000000000000000000e+00
2.799587717672969434e-01,5.686681676719443912e-01,4.800413496930571733e-01,5.778025323101932953e-01,7.298534372965403971e-01,3.575018335805406067e-01,5.013483224280498307e-01,6.725049480286779957e-01,5.136429736251948291e-02,8.601126523720281636e-01,4.829382964525413269e-01,1.047579183999527430e-01,6.203099510603589106e-01,0.000000000000000000e+00
2.926654437186144708e-01,5.429577025569890525e-01,4.774922117886966078e-01,5.775467291280570459e-01,7.293841312514446340e-01,3.529426019909917001e-01,4.994200805277400068e-01,6.897378976594702449e-01,5.513242755308229298e-02,8.093764887892157533e-01,2.355267208470180063e-01,6.054672753358065762e-01,4.884176182707992142e-01,0.000000000000000000e+00
2.926791530629371807e-01,5.425357511564334878e-01,4.774726434717599943e-01,5.775468898512028382e-01,7.293850069221613497e-01,3.696122956123831238e-01,9.981704209086541546e-01,6.717912789104705240e-01,5.140329590446272162e-02,9.202812225808183477e-01,3.259878108814477926e-01,6.156765480687839132e-01,2.226753670473083369e-01,0.000000000000000000e+00
2.926792165902187826e-01,5.440309827616618410e-01,4.782413074722507984e-01,5.775480694484306232e-01,7.293841567047503194e-01,3.552362492798655236e-01,4.976288059680639142e-01,6.719485400167408695e-01,5.147289339556632842e-02,8.919506475994134487e-01,4.916824943633609779e-01,7.647216872928001008e-01,6.891109298531812311e-01,0.000000000000000000e+00
2.926752287773978778e-01,5.426156844460369166e-01,4.772147308057994031e-01,5.775477821726842098e-01,7.293841712912035868e-01,3.536666338129650367e-01,4.981930439786235731e-01,6.726362880629417340e-01,5.151461040592901497e-02,8.747237880983378400e-01,4.902556484958623950e-01,5.962827528661662768e-01,5.287520391517128715e-01,0.000000000000000000e+00
2.926790107689428155e-01,5.442241217859199454e-01,4.785021701496450786e-01,5.775471921043570100e-01,7.293840125466414248e-01,3.639077138278328793e-01,4.993725826901819764e-01,6.730116504501028052e-01,5.219004025711097838e-02,7.734994921961741987e-01,3.216584993762818256e-01,4.115273570488398036e-02,5.741435562805873305e-01,0.000000000000000000e+00
2.926790901716001536e-01,5.427159713177343026e-01,4.757708698514835910e-01,5.775474613793196710e-01,7.293841176718052211e-01,3.552566963093936048e-01,4.972046071535247136e-01,6.719497578928385062e-01,5.141763643952305951e-02,8.955594581164882939e-01,5.006784086759452634e-01,6.264594949519484146e-01,3.679445350734095732e-01,0.000000000000000000e+00
2.926713512837536557e-01,5.441187930632953584e-01,4.793669503549939925e-01,5.775472028145107739e-01,7.293835863687095911e-01,3.551780057222878040e-01,4.999673058989416163e-01,6.721782539775401633e-01,5.145784417162660440e-02,8.707204958072652934e-01,4.946486732249369966e-01,6.102210200623652270e-01,2.676182707993474685e-01,0.000000000000000000e+00
2.926759745046038086e-01,5.441841529342531514e-01,4.778976501270448263e-01,5.775119545903524276e-01,7.294511134604794167e-01,3.538736719895707039e-01,5.033516032627757264e-01,6.721624122901952436e-01,5.148410454355219212e-02,8.604344178904294038e-01,4.306674503988807134e-01,9.050897927459632397e-01,8.007748776508972766e-01,0.000000000000000000e+00
2.926798005928007429e-01,5.433446980727849596e-01,4.777399320608946010e-01,5.775474206090240870e-01,7.293842178169539503e-01,3.555674568814051195e-01,4.983426463087358149e-01,6.761512231989103006e-01,5.482442116285046740e-02,9.102421033787891913e-01,3.804571088566818804e-01,5.874179127996247418e-01,8.788336052202283533e-01,0.000000000000000000e+00
2.926774025686619818e-01,5.434172159273279457e-01,4.775920212868697834e-01,5.775474338388193463e-01,7.293841758355762428e-01,3.546655315865024360e-01,4.983555091328462083e-01,6.779730851887959542e-01,5.147150928742511705e-02,8.631093214840460659e-01,3.610668932905691797e-01,5.991525369257004741e-01,9.285073409461663818e-01,0.000000000000000000e+00
2.926790330393794770e-01,5.428056958119528153e-01,4.771779081088913244e-01,5.775475708442071587e-01,7.293837879737929963e-01,3.364109765497473314e-01,9.982173922450328085e-01,6.718234691152289439e-01,5.143175325493305750e-02,8.996989458730368927e-01,3.984507953516112089e-01,6.298464509751262597e-01,2.090538336052202295e-01,0.000000000000000000e+00
2.926790740772574617e-01,5.436562047954388577e-01,4.775640003163855729e-01,5.775475495451688479e-01,7.293842529912460959e-01,3.559005850307817020e-01,4.982472398074629938e-01,6.756366717865683880e-01,5.299652809518062141e-02,8.890968050446107496e-01,3.758759723323665813e-01,7.585950376122434502e-01,7.439641109298531507e-01,0.000000000000000000e+00
2.926790189436804801e-01,5.436646355918247631e-01,4.776893507256493865e-01,5.775430865890088805e-01,7.293800793654902082e-01,3.547477691301038072e-01,4.990048965674807047e-01,6.738450146577484867e-01,5.185285436481539695e-02,8.492943889669092306e-01,4.269071896544472944e-01,5.634022423298361559e-01,5.515905383360520942e-01,0.000000000000000000e+00
2.926790282869265458e-01,5.436043310277086649e-01,4.775359095293847944e-01,5.775472662046277073e-01,7.293844143738409391e-01,3.551033493983417610e-01,4.975590656404271228e-01,6.740362299320532546e-01,5.221238222808403939e-02,9.001354929096571089e-01,4.071829657493287180e-01,6.215712870039452609e-01,9.903752039151714204e-01,0.000000000000000000e+00
2.926790475732820584e-01,5.427405023659781502e-01,4.771825068220383881e-01,5.775473014358025736e-01,7.293841085236588695e-01,3.364082767112493433e-01,9.983589231592799873e-01,6.718020059900791097e-01,5.140288487469053813e-02,8.984212905497164225e-01,3.984515737904412158e-01,6.253132587885250615e-01,2.116231647634584101e-01,0.000000000000000000e+00
2.926696828052052224e-01,5.433375529418311700e-01,4.774383061981262166e-01,5.775474808344169819e-01,7.293840980606038915e-01,3.554215518010898633e-01,4.982115012403103838e-01,6.760461988281000201e-01,5.183983205172184444e-02,8.991119392938446975e-01,3.734255980209248427e-01,5.800079949692715092e-02,6.440048939641109804e-01,0.000000000000000000e+00
2.926790492527681642e-01,5.444212142450371994e-01,4.784189960690757859e-01,5.775473326361709736e-01,7.293840467862278132e-01,3.538990770875873326e-01,4.987897354520476889e-01,6.760711923488237352e-01,5.200724279088945329e-02,8.434240687145883042e-01,4.178586313036431465e-01,7.519342745603410094e-01,7.288336052202285531e-01,0.000000000000000000e+00
2.926791458057959594e-01,5.434575230886141695e-01,4.777552210393061216e-01,5.775476418211624718e-01,7.293841477680595986e-01,3.637758106570053163e-01,4.998911745338325829e-01,6.741256367642445291e-01,5.280034549417454010e-02,7.591855321809252155e-01,3.231257405895833767e-01,6.267587829681851019e-01,2.321370309951059918e-01,0.000000000000000000e+00
2.926771534173780442e-01,5.434842052274952984e-01,4.777393316046744109e-01,5.775476660922607142e-01,7.293840409849412509e-01,3.533095781913176414e-01,4.992935965876535986e-01,6.753538714335073356e-01,5.322841854755547969e-02,8.781697738592479929e-01,4.113238249771413724e-01,5.986734917242362286e-01,5.180668841761827403e-01,0.000000000000000000e+00
2.926753813336957499e-01,5.423209450297297174e-01,4.760124385276433001e-01,5.775475546533884730e-01,7.293840932928550291e-01,3.552648311457103358e-01,4.975213646786019184e-01,6.720622740618944491e-01,5.143450197040938532e-02,8.954261451465811428e-01,5.007851604449732319e-01,6.161944190803669841e-01,3.577895595432299958e-01,0.000000000000000000e+00
2.926746071021917306e-01,5.433511318842065840e-01,4.779651006618401143e-01,5.775472990710261989e-01,7.293839134703588023e-01,3.560012513182820859e-01,4.986920562730801088e-01,6.746358991824168427e-01,5.173636662980139744e-02,9.311755390807183730e-01,4.215983782642992450e-01,5.917242879956123858e-01,8.546492659053833707e-01,0.000000000000000000e+00
3.000249821205064338e-01,5.352813133102573007e-01,4.529359869778443737e-01,5.772842157919597650e-01,7.293541263807690189e-01,3.523345243335896382e-01,5.003848876032731541e-01,6.773680840002801462e-01,5.358864642514806625e-02,8.366267119456569645e-01,3.999050971582969738e-01,5.926603704849160437e-01,4.945350734094616230e-01,0.000000000000000000e+00
2.926790590617739940e-01,5.429422832011672195e-01,4.762874121070270750e-01,5.775460794437076162e-01,7.293657510375652908e-01,3.550854906371332942e-01,4.975078678736539750e-01,6.717650012545266502e-01,5.137646137917903366e-02,8.660561644116995250e-01,4.885842216603489274e-01,5.998038489309588384e-01,5.371125611745514172e-01,0.000000000000000000e+00
2.925568419224542360e-01,5.441468561812984328e-01,4.775263721114519910e-01,5.774411524082522229e-01,7.294611955187493280e-01,3.546299152710121749e-01,4.984183667006016893e-01,6.723575360013338553e-01,5.147842471489880167e-02,8.811692471083996114e-01,4.896694440797613179e-01,7.693713059773036322e-01,7.143148450244698466e-01,0.000000000000000000e+00
2.926790365683319406e-01,5.431059036686418651e-01,4.770142265986231922e-01,5.775546980670066555e-01,7.293533117174898495e-01,3.579812251913181420e-01,4.988428633955315772e-01,6.717810878296048838e-01,5.139253059538637786e-02,8.519214133138647282e-01,3.626651126107760525e-01,5.556303503461226256e-01,8.964110929853180698e-01,0.000000000000000000e+00
2.926790690749876966e-01,5.427311993457136774e-01,4.772654046038182218e-01,5.775478787308686579e-01,7.293840355336832504e-01,2.849019408327542746e-01,9.929004098459923711e-01,6.718184809248372025e-01,5.145148949007760653e-02,9.199308052514452161e-01,4.019870671592605249e-01,5.962597823291559962e-01,1.783849918433931536e-01,0.000000000000000000e+00
2.926791121748676394e-01,5.422874823688551560e-01,4.757800058529076948e-01,5.775475591991811042e-01,7.293840835935524458e-01,3.551865814044405933e-01,4.974434196281741216e-01,6.718809673238164137e-01,5.140244512083209927e-02,8.957670663194432503e-01,5.013830732272795965e-01,6.245955084522272216e-01,3.968189233278955896e-01,0.000000000000000000e+00
2.926756365709891061e-01,5.419544021378542853e-01,4.757917916554343929e-01,5.775474026382351189e-01,7.293838602751011591e-01,3.548225605978594377e-01,4.974805598729963863e-01,6.724784454647924070e-01,5.152663118842570195e-02,8.646532636803857530e-01,4.842731342579323917e-01,6.122624149971720442e-01,3.113784665579119593e-01,0.000000000000000000e+00
2.926790587643479102e-01,5.444608445096139615e-01,4.783449163654617253e-01,5.775489072164383675e-01,7.293852231395963059e-01,3.537857359549324010e-01,4.987779645858598232e-01,6.732410191705268110e-01,5.168284593201876581e-02,8.461075314051034191e-01,4.283478463971804873e-01,7.582407208987776981e-01,7.219412724306687457e-01,0.000000000000000000e+00
2.926791097959974830e-01,5.436015874042339213e-01,4.769485535991789260e-01,5.775496674808804354e-01,7.293895794955415068e-01,3.513979007462958437e-01,4.990963702798398849e-01,6.718000667360937150e-01,5.142127620525240722e-02,8.660932977243969155e-01,4.050506392722304505e-01,6.445308735375387954e-01,4.591353996737356780e-01,0.000000000000000000e+00
2.926777504593859880e-01,5.435466913265522004e-01,4.776184247169297237e-01,5.775501613489366637e-01,7.293835880853766218e-01,3.554326200435911631e-01,4.983897738848311887e-01,6.747624240397079864e-01,5.162221215416857439e-02,8.450513617592645410e-01,4.725312823870964074e-01,5.957122991884863383e-01,8.450244698205544580e-01,0.000000000000000000e+00
2.926790897456638674e-01,5.436185718037869208e-01,4.779700717161112222e-01,5.775475016631537173e-01,7.293839346166925974e-01,3.559192573322276232e-01,4.980477203197473113e-01,6.756751815817636508e-01,5.309651185235137599e-02,8.880034934448794992e-01,3.759191923712986161e-01,7.552439214840358517e-01,7.457993474714519344e-01,0.000000000000000000e+00
2.926790183171120718e-01,5.438439419774824257e-01,4.779888435545849856e-01,5.775471041582189713e-01,7.293839342160334249e-01,3.559366045546269453e-01,4.982448381654426273e-01,6.756757878851803456e-01,5.308304002789073633e-02,8.880837017863140170e-01,3.759760359239495697e-01,7.446240259410021878e-01,7.502039151712885934e-01,0.000000000000000000e+00
2.926789405534201416e-01,5.431944760391248517e-01,4.778112238094358033e-01,5.775473310571758168e-01,7.293840353982035118e-01,3.552790166507371339e-01,5.003116441714098306e-01,6.747017801441875795e-01,5.157436741363737726e-02,9.058133245925860111e-01,3.708218156571940205e-01,5.719293436875538816e-02,6.346247960848286906e-01,0.000000000000000000e+00
2.926781834507373725e-01,5.424259553046437698e-01,4.757386334671789840e-01,5.775474720920430460e-01,7.293840763489900514e-01,3.552256962199254464e-01,4.975765508332993248e-01,6.719489830127337582e-01,5.141709671367493406e-02,8.953888741790714256e-01,4.949445263550862895e-01,6.370958862437081649e-01,4.032218597063622068e-01,0.000000000000000000e+00
2.926716151300701174e-01,5.429497783542476252e-01,4.780084094785547744e-01,5.775478704890649739e-01,7.293838575547373360e-01,3.547492863057202239e-01,4.988089234114558845e-01,6.743224039376454204e-01,5.178597123533060231e-02,8.980445907958305440e-01,4.004485568130315976e-01,6.136168803519144177e-01,9.672104404567699598e-01,0.000000000000000000e+00
2.926786229952922924e-01,5.436192119061267203e-01,4.772467657987103928e-01,5.775477659701175881e-01,7.293839524505736360e-01,3.562005663494873242e-01,4.998361806527200080e-01,6.736662491562984689e-01,5.316291597090228027e-02,9.499506472355699893e-01,4.339862884227599915e-01,5.893277886769290319e-01,2.972675367047307726e-01,0.000000000000000000e+00
2.926791457838848198e-01,5.435494959960114336e-01,4.780037440221778233e-01,5.775478169880591262e-01,7.293841897282328235e-01,3.552849954280990485e-01,4.992766640465629013e-01,6.742925033513175181e-01,5.147509411944564683e-02,9.068540902130342030e-01,3.730049632160924999e-01,5.511027574189420603e-02,6.360114192495921470e-01,0.000000000000000000e+00
2.926790445737288415e-01,5.437394887700304213e-01,4.776432596612079085e-01,5.775474795544734974e-01,7.293843187555913987e-01,3.552731916885983887e-01,4.985079930506560730e-01,6.733965677518262138e-01,5.154127829722753018e-02,8.880236546145389154e-01,3.727106955773080710e-01,6.914114323374852267e-02,6.502039151712887266e-01,0.000000000000000000e+00
2.926791894345679435e-01,5.424913290412877176e-01,4.758681417294545191e-01,5.775474063998330410e-01,7.293841923000684568e-01,3.551868488957433678e-01,4.973592548154223136e-01,6.719234473908375360e-01,5.141083237878616569e-02,8.958384353781642107e-01,5.007249832498463782e-01,6.267485098920975162e-01,3.814437194127243691e-01,0.000000000000000000e+00
3.302880359970455371e-01,5.320142260539172385e-01,4.592594333621247138e-01,5.754132946943455451e-01,7.358614754601171537e-01,3.580466327881998145e-01,4.979388317410515796e-01,6.733148871223054721e-01,5.074066009237835490e-02,9.103581063139100094e-01,3.964788225516214792e-01,1.038564343270369644e-01,6.204323001631320000e-01,0.000000000000000000e+00
2.926769349854550506e-01,5.434742473432184751e-01,4.780883929658205078e-01,5.775475107746860237e-01,7.293839378759826575e-01,3.555689550438194679e-01,4.985677450719240844e-01,6.770819731331072511e-01,5.374714976678458128e-02,8.889585877640886480e-01,3.746661804916022742e-01,7.587876590621841499e-01,7.763050570962477526e-01,0.000000000000000000e+00
2.926790192394164158e-01,5.437159974982135324e-01,4.773180955983132856e-01,5.775477622343555550e-01,7.293836307951788722e-01,3.558913667115156665e-01,4.999652323304368262e-01,6.718275499479148261e-01,5.143515755710710569e-02,9.200876743169843497e-01,4.026281975130925894e-01,6.298285482173415772e-01,4.419249592169656737e-01,0.000000000000000000e+00
2.926758961814194260e-01,5.424193505700921625e-01,4.760806732951570752e-01,5.775473820841987571e-01,7.293843061400782091e-01,3.552264175753421793e-01,4.973129220374867820e-01,6.719166230545687846e-01,5.140952784289833100e-02,8.959031723358210630e-01,5.021604612769620113e-01,6.241958771339266576e-01,3.965334420880913813e-01,0.000000000000000000e+00
2.926790684157115074e-01,5.428802566381456529e-01,4.771704598771219219e-01,5.775470763938428398e-01,7.293838251962724284e-01,3.359792486407686685e-01,9.982451489379775555e-01,6.717631498186679151e-01,5.138081060825425844e-02,8.373942537150730336e-01,2.402199056162079571e-01,5.589243627889023402e-01,3.686786296900489146e-02,0.000000000000000000e+00
2.926774098959524784e-01,5.432145853000108771e-01,4.776916509922630172e-01,5.775474516433876104e-01,7.293842687793724577e-01,3.558152513704707087e-01,4.989331373383347756e-01,6.749264818065836558e-01,5.174811197873666752e-02,9.314267079245529546e-01,4.203584687803104680e-01,5.910459013161499797e-01,8.542006525285481544e-01,0.000000000000000000e+00
2.926752266435508343e-01,5.427592909359156836e-01,4.774242936432441797e-01,5.775485776475386412e-01,7.293843517913876084e-01,3.537368672989332219e-01,4.979172240476522071e-01,6.726749950381778476e-01,5.155359051607225768e-02,8.746120955513276840e-01,4.894923818330942922e-01,5.978553687997134602e-01,5.294861337683524072e-01,0.000000000000000000e+00
2.926791755116934790e-01,5.434860157463471397e-01,4.775559943098734994e-01,5.775471677912009660e-01,7.293843047494688037e-01,3.547910974162830078e-01,4.980948220072293209e-01,6.730807246363655905e-01,5.164137489584177954e-02,8.900569707649581552e-01,3.997560502649297742e-01,6.094673419726158725e-01,9.791598694942903469e-01,0.000000000000000000e+00
2.926790463934324515e-01,5.432159386666156609e-01,4.772792604698467001e-01,5.775476048262461193e-01,7.293839432201276729e-01,3.547262480001885376e-01,5.000145300002512005e-01,6.740232614545037526e-01,5.277698191620370377e-02,8.239811715288617444e-01,4.179391431971700155e-01,6.303181160639200753e-01,2.284257748776508945e-01,0.000000000000000000e+00
2.926790515510852009e-01,5.432931951867953080e-01,4.775912206940345905e-01,5.775464307890363358e-01,7.293841044859610268e-01,3.525129612730975581e-01,4.995435410645864271e-01,6.726483583727668192e-01,5.163559380084589007e-02,8.432929467407660473e-01,3.631857541711234760e-01,5.641978887621571515e-01,5.566884176182708144e-01,0.000000000000000000e+00
2.926790742397272771e-01,5.429579992647981523e-01,4.762504616241778899e-01,5.775475436763241044e-01,7.293833773570054246e-01,3.438622442137534430e-01,9.986402493571345795e-01,6.718055908105018403e-01,5.142058995192196752e-02,8.033661321534419919e-01,1.368231199840150847e-01,5.438012997412347005e-01,1.681076672104404590e-01,0.000000000000000000e+00
2.926789810726449503e-01,5.436299382891880416e-01,4.774889985124907144e-01,5.775467134827021454e-01,7.293846535674527454e-01,3.602146390989307556e-01,4.996140316696778272e-01,6.747413241578291698e-01,5.319318658286758400e-02,8.721257402510285139e-01,4.288773644413296227e-01,5.879139852299886115e-02,6.038743882544860275e-01,0.000000000000000000e+00
2.926790545998331772e-01,5.438091747109267127e-01,4.779145485275209104e-01,5.775473792658279981e-01,7.293841014344274454e-01,3.559398774374444852e-01,4.981138374367616861e-01,6.771672080335443544e-01,5.372415020251845863e-02,8.884553714247918066e-01,3.766615354004715366e-01,7.425979328981817673e-01,7.520799347471451846e-01,0.000000000000000000e+00
2.926785634887226206e-01,5.441975507801884993e-01,4.778914455065452760e-01,5.775474543491361246e-01,7.293843301435054549e-01,3.538488291361559512e-01,4.992769037182103742e-01,6.763299753375119350e-01,5.222073983227014382e-02,8.410667968646039494e-01,4.174479722473862231e-01,7.498420457252662485e-01,7.269575856443718509e-01,0.000000000000000000e+00
2.926790519471101359e-01,5.426210344582615974e-01,4.761580195161455031e-01,5.775476455073540460e-01,7.293838083624004653e-01,3.503322134088347473e-01,9.983519845419072114e-01,6.718206668914601387e-01,5.141667799085876400e-02,8.773479555861390944e-01,3.984860646186023647e-01,5.674544436952082549e-01,3.140293637846656299e-02,0.000000000000000000e+00
2.926790297142648489e-01,5.437412993072376910e-01,4.778145879648790229e-01,5.775474531604808393e-01,7.293844128512334546e-01,3.557787217086477716e-01,4.982211933947507942e-01,6.743085416004238608e-01,5.309620999110002681e-02,8.982810062200050627e-01,4.081357719953624397e-01,5.881738578929311956e-01,8.499592169657422813e-01,0.000000000000000000e+00
2.926790829011999828e-01,5.436308620523546686e-01,4.771651328104807854e-01,5.775471090896641124e-01,7.293843799833128472e-01,3.579715904788182135e-01,4.994931444848518809e-01,6.718256845744405847e-01,5.142911385670448365e-02,9.193041643452524170e-01,4.021331546217356001e-01,6.292182653601869902e-01,4.419657422512234257e-01,0.000000000000000000e+00
2.926784016866578186e-01,5.438843305178076015e-01,4.784542669361327993e-01,5.775475908234560807e-01,7.293839182175994029e-01,3.548118175627601456e-01,4.993950342584823066e-01,6.762234627142456045e-01,5.223752269663000519e-02,9.089995315809703547e-01,3.967257074205605138e-01,5.920042636983852136e-01,5.622349102773247509e-01,0.000000000000000000e+00
2.926754583067467941e-01,5.441326537212182179e-01,4.785244991141079929e-01,5.775475732704908882e-01,7.293840501221150463e-01,3.640858600964687608e-01,4.991986077633872032e-01,6.764058136065908000e-01,5.427236535750419588e-02,7.735557926250136163e-01,3.223528675133893739e-01,3.286748201445455903e-02,5.784257748776509001e-01,0.000000000000000000e+00
2.926782344490347909e-01,5.441017178430507251e-01,4.787972870580424756e-01,5.775475371773995947e-01,7.293845898955053642e-01,3.639498377837144805e-01,4.992129347113349880e-01,6.739718320063605717e-01,5.286391423837152187e-02,7.728348086216494384e-01,3.220348451870296280e-01,3.684724724293353404e-02,5.765089722675368344e-01,0.000000000000000000e+00
2.926789176405199533e-01,5.438223848134050575e-01,4.774687534825203250e-01,5.775475619789417481e-01,7.293840508837450276e-01,3.670430214617553810e-01,5.004787770663816637e-01,6.754338815580325228e-01,5.243477731959097360e-02,7.224688876964878714e-01,3.082396580450877388e-01,5.994216309095710959e-02,5.994698205546492575e-01,0.000000000000000000e+00
2.926790257897916026e-01,5.433954896630367459e-01,4.776448608727312806e-01,5.775474913268289212e-01,7.293839216956943261e-01,3.627970853628608716e-01,4.983869158410278999e-01,6.717616715055167997e-01,5.138047752164549148e-02,7.822809915696452565e-01,3.059723566232640524e-01,6.043149664824376543e-02,5.926590538336051761e-01,0.000000000000000000e+00
2.926745456798309220e-01,5.437811308035551683e-01,4.781820630871919109e-01,5.775476679334513586e-01,7.293842753248278576e-01,3.556802441688580174e-01,4.983398330884012961e-01,6.735828208020444574e-01,5.215611323271800853e-02,8.874095699176185459e-01,3.747690005386962731e-01,7.642550950764802620e-01,7.674143556280588196e-01,0.000000000000000000e+00
2.926782122940289610e-01,5.426177043145486989e-01,4.757740885868341207e-01,5.775477843038655523e-01,7.293841246347035900e-01,3.553219466228075829e-01,4.974397394605586942e-01,6.719820223851921126e-01,5.142449152631607678e-02,8.966133529260275070e-01,5.007246988444168379e-01,6.294889509832479746e-01,3.797308319738988969e-01,0.000000000000000000e+00
2.926790703384266057e-01,5.439332145869684165e-01,4.771548939980883031e-01,5.775187523482457896e-01,7.293928238717577450e-01,3.551816111033620493e-01,4.987144372804290793e-01,6.763304985584376317e-01,5.211474131260586395e-02,8.466356935229402136e-01,3.653008759790116744e-01,5.448721596918257859e-01,9.028140293637848535e-01,0.000000000000000000e+00
2.926790490780724618e-01,5.429479773086998140e-01,4.769292225591962864e-01,5.777302281087201008e-01,7.295174926676456506e-01,3.115876814835313313e-01,9.965552304110055770e-01,6.717811270111653243e-01,5.139558547326609356e-02,9.114286848124981688e-01,3.729821500816086766e-01,5.493177429633178122e-01,4.812398042414355731e-02,0.000000000000000000e+00
2.926790531251796112e-01,5.434081633024766544e-01,4.773766600435807028e-01,5.775477230801577821e-01,7.293843172229984573e-01,3.524178419156432374e-01,4.982982915296017001e-01,6.735624412119497473e-01,5.245760530496330204e-02,9.199883672413640134e-01,4.161383598362684011e-01,6.233183924336032078e-01,8.360929853181076066e-01,0.000000000000000000e+00
2.926790632889756938e-01,5.436853514549806476e-01,4.778900828754740204e-01,5.775472403635354413e-01,7.293840463372845973e-01,3.559211071698550333e-01,4.982860375219080873e-01,6.734951590671689470e-01,5.214066641115357170e-02,8.872952341689958056e-01,3.755792685188755753e-01,7.442806087728152109e-01,7.515089722675365458e-01,0.000000000000000000e+00
2.926790386960952950e-01,5.428985014863503267e-01,4.772757844977100761e-01,5.775475841725631332e-01,7.293839641260301265e-01,2.873858499985898485e-01,9.931074470630689710e-01,6.718070072229174183e-01,5.140369286304325575e-02,9.207152958203788096e-01,4.022225488000745752e-01,5.921171300177120456e-01,1.772838499184339334e-01,0.000000000000000000e+00
2.926790761620113868e-01,5.437897800134587900e-01,4.774402268163360774e-01,5.775472434723124548e-01,7.293836139264210372e-01,3.533777943355337348e-01,4.994509498428398864e-01,6.740256897619343324e-01,5.197519230078713470e-02,8.313962287164481380e-01,4.215407880479986047e-01,6.072924492544428121e-01,5.066884176182707700e-01,0.000000000000000000e+00
2.926788178990284983e-01,5.435894556449134551e-01,4.772410278824423813e-01,5.775908050749964939e-01,7.293644367664839923e-01,3.564760609763000243e-01,5.000716100266417996e-01,6.741195150044529960e-01,5.337039485913774167e-02,9.482055021661720540e-01,4.328060811959401621e-01,5.896203752554551869e-01,2.973898858075040286e-01,0.000000000000000000e+00
